"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","Immune_System_Processes","Inflammatory_Response","Immune_Response"
"GO:1902017","GO:1902017","GO:1902017","regulation of cilium assembly",41,-0.608443142825589,-1.68132360295959,0.00445660699095657,0.0370913809690373,0.0286591598802187,2543,"tags=39%, list=19%, signal=32%","ENSG00000187535/ENSG00000078668/ENSG00000058453/ENSG00000008086/ENSG00000138036/ENSG00000116213/ENSG00000088986/ENSG00000111837/ENSG00000140463/ENSG00000078668/ENSG00000103540/ENSG00000213123/ENSG00000198003/ENSG00000104237/ENSG00000181085/ENSG00000032742/ENSG00000134874/ENSG00000122417/ENSG00000100490/ENSG00000138587","FALSE","FALSE","FALSE"
"GO:0090130","GO:0090130","GO:0090130","tissue migration",229,0.313377680017711,1.40101434711612,0.00451327829461411,0.0375037027324964,0.0289777458975722,2148,"tags=20%, list=16%, signal=18%","ENSG00000137801/ENSG00000183287/ENSG00000037280/ENSG00000100292/ENSG00000179388/ENSG00000099250/ENSG00000100600/ENSG00000101280/ENSG00000081189/ENSG00000169554/ENSG00000134954/ENSG00000135821/ENSG00000114378/ENSG00000160447/ENSG00000148400/ENSG00000137509/ENSG00000116717/ENSG00000128917/ENSG00000075213/ENSG00000145147/ENSG00000125266/ENSG00000154764/ENSG00000166923/ENSG00000139567/ENSG00000108187/ENSG00000166923/ENSG00000100065/ENSG00000048052/ENSG00000070193/ENSG00000160255/ENSG00000153233/ENSG00000123358/ENSG00000116977/ENSG00000163513/ENSG00000157404/ENSG00000173269/ENSG00000091879/ENSG00000100311/ENSG00000006638/ENSG00000138061/ENSG00000132669/ENSG00000128052/ENSG00000179348/ENSG00000171132/ENSG00000118257/ENSG00000116044/ENSG00000135046/ENSG00000148400/ENSG00000108187/ENSG00000123143/ENSG00000089159/ENSG00000100034/ENSG00000197635/ENSG00000011405/ENSG00000133121/ENSG00000163874/ENSG00000134013/ENSG00000197943/ENSG00000136826/ENSG00000163874","FALSE","FALSE","FALSE"
"GO:0033674","GO:0033674","GO:0033674","positive regulation of kinase activity",411,0.272574966022756,1.26713161028256,0.00455207207184497,0.0377069277132355,0.0291347704424259,1762,"tags=11%, list=13%, signal=10%","ENSG00000123836/ENSG00000088538/ENSG00000277363/ENSG00000167244/ENSG00000184304/ENSG00000106462/ENSG00000161202/ENSG00000119699/ENSG00000154188/ENSG00000006634/ENSG00000189403/ENSG00000010810/ENSG00000167085/ENSG00000083535/ENSG00000198400/ENSG00000186868/ENSG00000116717/ENSG00000113302/ENSG00000169071/ENSG00000163806/ENSG00000030304/ENSG00000163362/ENSG00000092853/ENSG00000163485/ENSG00000006062/ENSG00000141433/ENSG00000006432/ENSG00000101349/ENSG00000143971/ENSG00000182580/ENSG00000084764/ENSG00000160284/ENSG00000173207/ENSG00000132535/ENSG00000103126/ENSG00000154310/ENSG00000136297/ENSG00000149503/ENSG00000180815/ENSG00000114346/ENSG00000136122/ENSG00000118193/ENSG00000088325/ENSG00000168078/ENSG00000146918/ENSG00000170312/ENSG00000138778/ENSG00000009694/ENSG00000161692/ENSG00000134057/ENSG00000140538/ENSG00000146648/ENSG00000106804/ENSG00000017427/ENSG00000115263/ENSG00000138798","FALSE","FALSE","FALSE"
"GO:0006244","GO:0006244","GO:0006244","pyrimidine nucleotide catabolic process",15,-0.731674113494163,-1.68607661042725,0.00466988392075839,0.038500923860798,0.0297482623627259,2029,"tags=50%, list=15%, signal=42%","ENSG00000114026/ENSG00000128951/ENSG00000100024/ENSG00000147647/ENSG00000188641/ENSG00000076248/ENSG00000179958/ENSG00000025708","FALSE","FALSE","FALSE"
"GO:0071277","GO:0071277","GO:0071277","cellular response to calcium ion",57,0.467846610107895,1.69768620775943,0.00477401268589437,0.0387564374082036,0.0299456883796426,1634,"tags=30%, list=12%, signal=26%","ENSG00000068831/ENSG00000125740/ENSG00000196353/ENSG00000158856/ENSG00000158856/ENSG00000124772/ENSG00000170345/ENSG00000100600/ENSG00000081189/ENSG00000015413/ENSG00000132965/ENSG00000166311/ENSG00000130522/ENSG00000196139/ENSG00000085719/ENSG00000204176/ENSG00000196139/ENSG00000092529/ENSG00000103319/ENSG00000143858/ENSG00000157764","FALSE","FALSE","FALSE"
"GO:2000106","GO:2000106","GO:2000106","regulation of leukocyte apoptotic process",49,0.482348991211475,1.69378713878717,0.00478913245509173,0.0387564374082036,0.0299456883796426,2844,"tags=47%, list=21%, signal=37%","ENSG00000008513/ENSG00000081189/ENSG00000010671/ENSG00000183087/ENSG00000107562/ENSG00000153208/ENSG00000167207/ENSG00000167601/ENSG00000119457/ENSG00000196950/ENSG00000151651/ENSG00000172057/ENSG00000180353/ENSG00000185950/ENSG00000107562/ENSG00000135046/ENSG00000081181/ENSG00000157514/ENSG00000065675/ENSG00000126353/ENSG00000113916/ENSG00000185950/ENSG00000107099/ENSG00000185507/ENSG00000051382/ENSG00000249861/ENSG00000143772/ENSG00000151651","FALSE","FALSE","FALSE"
"GO:0044320","GO:0044320","GO:0044320","cellular response to leptin stimulus",16,-0.736201320058181,-1.72325143106261,0.00511105949632203,0.0407335953797786,0.0314733663720883,2558,"tags=53%, list=19%, signal=43%","ENSG00000163083/ENSG00000096717/ENSG00000118972/ENSG00000140463/ENSG00000105246/ENSG00000125863/ENSG00000145386/ENSG00000171564/ENSG00000106633","FALSE","FALSE","FALSE"
"GO:0045428","GO:0045428","GO:0045428","regulation of nitric oxide biosynthetic process",36,0.538959610894205,1.77894908990593,0.00518249453030078,0.0410792944856545,0.0317404754871147,2327,"tags=43%, list=17%, signal=36%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000102393/ENSG00000174130/ENSG00000096968/ENSG00000124212/ENSG00000160255/ENSG00000174059/ENSG00000153904/ENSG00000080824/ENSG00000166949/ENSG00000125538/ENSG00000079805/ENSG00000163874/ENSG00000105974/ENSG00000136826/ENSG00000163874/ENSG00000166949/ENSG00000168329","FALSE","FALSE","FALSE"
"GO:0080164","GO:0080164","GO:0080164","regulation of nitric oxide metabolic process",36,0.538959610894205,1.77894908990593,0.00518249453030078,0.0410792944856545,0.0317404754871147,2327,"tags=43%, list=17%, signal=36%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000102393/ENSG00000174130/ENSG00000096968/ENSG00000124212/ENSG00000160255/ENSG00000174059/ENSG00000153904/ENSG00000080824/ENSG00000166949/ENSG00000125538/ENSG00000079805/ENSG00000163874/ENSG00000105974/ENSG00000136826/ENSG00000163874/ENSG00000166949/ENSG00000168329","FALSE","FALSE","FALSE"
"GO:0016137","GO:0016137","GO:0016137","glycoside metabolic process",13,0.729721403644818,1.84596551076119,0.00522086051874398,0.0412452585982491,0.0318687099155173,1607,"tags=47%, list=12%, signal=41%","ENSG00000177628/ENSG00000198951/ENSG00000001036/ENSG00000102393/ENSG00000196139/ENSG00000196139/ENSG00000180176/ENSG00000117448","FALSE","FALSE","FALSE"
"GO:0048645","GO:0048645","GO:0048645","animal organ formation",44,0.497511233994966,1.68563758342231,0.00522230840806728,0.0412452585982491,0.0318687099155173,1879,"tags=29%, list=14%, signal=25%","ENSG00000005073/ENSG00000121039/ENSG00000184937/ENSG00000081189/ENSG00000164736/ENSG00000105997/ENSG00000164690/ENSG00000148400/ENSG00000164056/ENSG00000070193/ENSG00000169032/ENSG00000163513/ENSG00000114315/ENSG00000168214/ENSG00000148400","FALSE","FALSE","FALSE"
"GO:0007368","GO:0007368","GO:0007368","determination of left/right symmetry",76,-0.518232103936549,-1.56727096888771,0.00526631802298609,0.0414683125762078,0.0320410556047105,2381,"tags=38%, list=18%, signal=31%","ENSG00000114251/ENSG00000163501/ENSG00000169126/ENSG00000135111/ENSG00000138036/ENSG00000101350/ENSG00000138002/ENSG00000140463/ENSG00000122735/ENSG00000135541/ENSG00000125863/ENSG00000198003/ENSG00000138686/ENSG00000160602/ENSG00000284862/ENSG00000166171/ENSG00000151023/ENSG00000163093/ENSG00000114446/ENSG00000039139/ENSG00000165506/ENSG00000113966/ENSG00000141519/ENSG00000122735/ENSG00000136574/ENSG00000103494/ENSG00000176225/ENSG00000184058/ENSG00000136535/ENSG00000154099/ENSG00000158286/ENSG00000256061/ENSG00000123473","FALSE","FALSE","FALSE"
"GO:0009954","GO:0009954","GO:0009954","proximal/distal pattern formation",14,0.696926821914198,1.81987947379292,0.00546691550589993,0.042500150847481,0.0328383194761105,1040,"tags=31%, list=8%, signal=29%","ENSG00000197921/ENSG00000005073/ENSG00000166923/ENSG00000166923/ENSG00000070193","FALSE","FALSE","FALSE"
"GO:0006081","GO:0006081","GO:0006081","cellular aldehyde metabolic process",47,0.496209303054358,1.70933736606705,0.00547188897731251,0.042500150847481,0.0328383194761105,2675,"tags=32%, list=20%, signal=25%","ENSG00000112175/ENSG00000162552/ENSG00000121039/ENSG00000172482/ENSG00000050165/ENSG00000182054/ENSG00000196139/ENSG00000072210/ENSG00000196139/ENSG00000153162/ENSG00000138061/ENSG00000117448/ENSG00000118514/ENSG00000241935/ENSG00000173039/ENSG00000116288/ENSG00000168237/ENSG00000196557/ENSG00000197580","FALSE","FALSE","FALSE"
"GO:0045730","GO:0045730","GO:0045730","respiratory burst",19,0.637975771680143,1.81647603351319,0.00547232228693309,0.042500150847481,0.0328383194761105,3457,"tags=77%, list=26%, signal=57%","ENSG00000158517/ENSG00000101336/ENSG00000116701/ENSG00000128340/ENSG00000165168/ENSG00000100365/ENSG00000051523/ENSG00000105372/ENSG00000030582/ENSG00000105851/ENSG00000171105/ENSG00000171105/ENSG00000113811/ENSG00000171608/ENSG00000183049/ENSG00000178927/ENSG00000143507","FALSE","FALSE","FALSE"
"GO:0042303","GO:0042303","GO:0042303","molting cycle",69,0.446123730801724,1.65264893191489,0.00549511018235013,0.042500150847481,0.0328383194761105,2836,"tags=32%, list=21%, signal=25%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164690/ENSG00000148400/ENSG00000164379/ENSG00000169744/ENSG00000134363/ENSG00000167968/ENSG00000070193/ENSG00000124216/ENSG00000165240/ENSG00000197461/ENSG00000168214/ENSG00000139292/ENSG00000103089/ENSG00000148400/ENSG00000133794/ENSG00000173039/ENSG00000205213/ENSG00000182704/ENSG00000064300/ENSG00000163472/ENSG00000171791/ENSG00000164930/ENSG00000197461/ENSG00000168214","FALSE","FALSE","FALSE"
"GO:0042633","GO:0042633","GO:0042633","hair cycle",69,0.446123730801724,1.65264893191489,0.00549511018235013,0.042500150847481,0.0328383194761105,2836,"tags=32%, list=21%, signal=25%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164690/ENSG00000148400/ENSG00000164379/ENSG00000169744/ENSG00000134363/ENSG00000167968/ENSG00000070193/ENSG00000124216/ENSG00000165240/ENSG00000197461/ENSG00000168214/ENSG00000139292/ENSG00000103089/ENSG00000148400/ENSG00000133794/ENSG00000173039/ENSG00000205213/ENSG00000182704/ENSG00000064300/ENSG00000163472/ENSG00000171791/ENSG00000164930/ENSG00000197461/ENSG00000168214","FALSE","FALSE","FALSE"
"GO:0009235","GO:0009235","GO:0009235","cobalamin metabolic process",15,0.690592401286334,1.81879467414873,0.00551047583231598,0.042500150847481,0.0328383194761105,1037,"tags=35%, list=8%, signal=33%","ENSG00000107611/ENSG00000168928/ENSG00000185339/ENSG00000162438/ENSG00000166126/ENSG00000168928","FALSE","FALSE","FALSE"
"GO:0048535","GO:0048535","GO:0048535","lymph node development",12,0.750075569297176,1.86338965409605,0.00556116741825817,0.0425789528675953,0.0328992069285142,1104,"tags=35%, list=8%, signal=32%","ENSG00000160683/ENSG00000141655/ENSG00000119919/ENSG00000183018/ENSG00000056586/ENSG00000119919","TRUE","FALSE","FALSE"
"GO:1902903","GO:1902903","GO:1902903","regulation of supramolecular fiber organization",266,0.308709249763776,1.41990545173919,0.00560063418389373,0.0428188020454666,0.0330845296573037,3180,"tags=28%, list=24%, signal=22%","ENSG00000162552/ENSG00000133789/ENSG00000075340/ENSG00000115956/ENSG00000158856/ENSG00000163157/ENSG00000158856/ENSG00000101336/ENSG00000099250/ENSG00000179604/ENSG00000136717/ENSG00000128283/ENSG00000198121/ENSG00000111199/ENSG00000034971/ENSG00000103647/ENSG00000145147/ENSG00000125753/ENSG00000106683/ENSG00000107562/ENSG00000128283/ENSG00000070182/ENSG00000171522/ENSG00000104880/ENSG00000047648/ENSG00000050405/ENSG00000079337/ENSG00000149564/ENSG00000106624/ENSG00000164961/ENSG00000124126/ENSG00000251322/ENSG00000074964/ENSG00000160460/ENSG00000137710/ENSG00000164251/ENSG00000047648/ENSG00000133789/ENSG00000198844/ENSG00000165175/ENSG00000158528/ENSG00000148700/ENSG00000164741/ENSG00000180353/ENSG00000166949/ENSG00000132970/ENSG00000130340/ENSG00000132854/ENSG00000107562/ENSG00000171132/ENSG00000130429/ENSG00000166780/ENSG00000089159/ENSG00000126353/ENSG00000128849/ENSG00000100034/ENSG00000172403/ENSG00000136717/ENSG00000137478/ENSG00000172638/ENSG00000151239/ENSG00000130755/ENSG00000105270/ENSG00000145675/ENSG00000158769/ENSG00000116288/ENSG00000166949/ENSG00000124145/ENSG00000099250/ENSG00000158092/ENSG00000182484/ENSG00000077264/ENSG00000109971/ENSG00000106299/ENSG00000179820/ENSG00000149273/ENSG00000071051/ENSG00000102879/ENSG00000021574/ENSG00000169057/ENSG00000127914/ENSG00000186635/ENSG00000073712/ENSG00000158528/ENSG00000172830/ENSG00000273749/ENSG00000152409/ENSG00000128849/ENSG00000055163/ENSG00000116584/ENSG00000006453/ENSG00000130309/ENSG00000079691/ENSG00000050327/ENSG00000106624/ENSG00000115306/ENSG00000163431/ENSG00000129682/ENSG00000158195","FALSE","FALSE","FALSE"
"GO:0048066","GO:0048066","GO:0048066","developmental pigmentation",31,0.536745605792871,1.73552731695818,0.00561270005793071,0.0428487696730269,0.0331076845522427,1930,"tags=44%, list=15%, signal=38%","ENSG00000081189/ENSG00000169554/ENSG00000164175/ENSG00000104164/ENSG00000136160/ENSG00000148655/ENSG00000189114/ENSG00000123892/ENSG00000105186/ENSG00000183018/ENSG00000118508/ENSG00000157404/ENSG00000065000/ENSG00000197594/ENSG00000100099/ENSG00000188428","FALSE","FALSE","FALSE"
"GO:0007035","GO:0007035","GO:0007035","vacuolar acidification",19,0.636486347656851,1.81223527208909,0.00571965631287838,0.0434132643661476,0.0335438490529709,2972,"tags=59%, list=22%, signal=46%","ENSG00000110719/ENSG00000113732/ENSG00000131238/ENSG00000033627/ENSG00000143553/ENSG00000047249/ENSG00000102805/ENSG00000159720/ENSG00000188603/ENSG00000172869/ENSG00000171130/ENSG00000030582/ENSG00000169504","FALSE","FALSE","FALSE"
"GO:0019730","GO:0019730","GO:0019730","antimicrobial humoral response",29,0.56099027108442,1.78488685312076,0.00590064760202311,0.0445299948158416,0.0344067060204051,1134,"tags=26%, list=9%, signal=24%","ENSG00000143954/ENSG00000211899/ENSG00000148346/ENSG00000148346/ENSG00000196415/ENSG00000101425/ENSG00000167207/ENSG00000161031/ENSG00000196415","TRUE","FALSE","TRUE"
"GO:0009313","GO:0009313","GO:0009313","oligosaccharide catabolic process",10,0.761352982672821,1.80721653951259,0.00592353635175224,0.044638683682259,0.034490685951011,1897,"tags=53%, list=14%, signal=46%","ENSG00000049860/ENSG00000109323/ENSG00000162139/ENSG00000117151/ENSG00000196743/ENSG00000204386/ENSG00000204386/ENSG00000162139","FALSE","FALSE","FALSE"
"GO:1900274","GO:1900274","GO:1900274","regulation of phospholipase C activity",34,0.521345043650307,1.7091671761372,0.00595719306777194,0.0447213895058629,0.0345545897302655,1432,"tags=27%, list=11%, signal=24%","ENSG00000125910/ENSG00000007908/ENSG00000151617/ENSG00000113721/ENSG00000169313/ENSG00000198121/ENSG00000120907/ENSG00000047648/ENSG00000157404/ENSG00000064547/ENSG00000047648","FALSE","FALSE","FALSE"
"GO:0051653","GO:0051653","GO:0051653","spindle localization",31,-0.622744353594154,-1.64063488232893,0.00597702220962389,0.0447213895058629,0.0345545897302655,3160,"tags=49%, list=24%, signal=37%","ENSG00000007168/ENSG00000136158/ENSG00000204991/ENSG00000152661/ENSG00000086827/ENSG00000172757/ENSG00000134278/ENSG00000072864/ENSG00000131899/ENSG00000088833/ENSG00000131899/ENSG00000072864/ENSG00000074054/ENSG00000147316/ENSG00000164109/ENSG00000146425/ENSG00000040275/ENSG00000166851/ENSG00000066279/ENSG00000080986","FALSE","FALSE","FALSE"
"GO:0061180","GO:0061180","GO:0061180","mammary gland epithelium development",51,0.477368087271646,1.6922254905145,0.00600868931049366,0.0448944684278361,0.0346883215128828,1212,"tags=15%, list=9%, signal=13%","ENSG00000171243/ENSG00000162552/ENSG00000183779/ENSG00000182578/ENSG00000096968/ENSG00000070193/ENSG00000182578/ENSG00000172216/ENSG00000183779","FALSE","FALSE","FALSE"
"GO:0050678","GO:0050678","GO:0050678","regulation of epithelial cell proliferation",229,0.307604167689136,1.37520276536873,0.00606473984428676,0.045184888924856,0.0349127188590893,1920,"tags=19%, list=14%, signal=17%","ENSG00000143954/ENSG00000197921/ENSG00000137801/ENSG00000112175/ENSG00000136327/ENSG00000037280/ENSG00000115232/ENSG00000136997/ENSG00000134830/ENSG00000100292/ENSG00000119630/ENSG00000183779/ENSG00000179388/ENSG00000099250/ENSG00000081189/ENSG00000114378/ENSG00000164690/ENSG00000119138/ENSG00000136160/ENSG00000148400/ENSG00000128917/ENSG00000154764/ENSG00000107562/ENSG00000129757/ENSG00000139567/ENSG00000108187/ENSG00000103175/ENSG00000167207/ENSG00000070193/ENSG00000123358/ENSG00000172817/ENSG00000172889/ENSG00000183779/ENSG00000166263/ENSG00000116285/ENSG00000175707/ENSG00000153162/ENSG00000165240/ENSG00000100311/ENSG00000114315/ENSG00000111424/ENSG00000166949/ENSG00000128052/ENSG00000179348/ENSG00000107562/ENSG00000126368/ENSG00000118257/ENSG00000092295/ENSG00000148400/ENSG00000108187/ENSG00000143369/ENSG00000111424","FALSE","FALSE","FALSE"
"GO:0001763","GO:0001763","GO:0001763","morphogenesis of a branching structure",118,0.359094583620064,1.46138902024144,0.00609938892429047,0.0453146691267908,0.035012995296886,1040,"tags=17%, list=8%, signal=16%","ENSG00000162552/ENSG00000151617/ENSG00000136997/ENSG00000005073/ENSG00000121039/ENSG00000106991/ENSG00000099250/ENSG00000118526/ENSG00000184937/ENSG00000164690/ENSG00000148400/ENSG00000128917/ENSG00000075213/ENSG00000188906/ENSG00000145147/ENSG00000184557/ENSG00000187498/ENSG00000166923/ENSG00000100968/ENSG00000166923/ENSG00000019991/ENSG00000164056/ENSG00000198959/ENSG00000070193","FALSE","FALSE","FALSE"
"GO:1903960","GO:1903960","GO:1903960","negative regulation of anion transmembrane transport",23,0.618086882701371,1.85359472831668,0.00611084880674954,0.0453357753504973,0.0350293033076386,1755,"tags=27%, list=13%, signal=24%","ENSG00000137801/ENSG00000166501/ENSG00000166501/ENSG00000144746/ENSG00000185950/ENSG00000153823/ENSG00000106070/ENSG00000197594/ENSG00000125538","FALSE","FALSE","FALSE"
"GO:0043243","GO:0043243","GO:0043243","positive regulation of protein-containing complex disassembly",22,0.599889164610478,1.77652263577735,0.00623524831744098,0.0460133306645034,0.0355528256345103,3384,"tags=59%, list=25%, signal=44%","ENSG00000115956/ENSG00000136436/ENSG00000177628/ENSG00000140443/ENSG00000111199/ENSG00000164251/ENSG00000169252/ENSG00000136436/ENSG00000163820/ENSG00000169252/ENSG00000021574/ENSG00000198382/ENSG00000171105/ENSG00000171105/ENSG00000079691/ENSG00000176171/ENSG00000165410","FALSE","FALSE","FALSE"
"GO:0006968","GO:0006968","GO:0006968","cellular defense response",21,0.624322363941194,1.81286575703859,0.00623716820604391,0.0460133306645034,0.0355528256345103,867,"tags=28%, list=7%, signal=26%","ENSG00000158517/ENSG00000128271/ENSG00000173585/ENSG00000170425/ENSG00000116701/ENSG00000110719/ENSG00000266200","FALSE","FALSE","FALSE"
"GO:0035307","GO:0035307","GO:0035307","positive regulation of protein dephosphorylation",29,0.558938625006453,1.77835918891592,0.00631472357015045,0.0463902876801555,0.0358440865985752,1723,"tags=30%, list=13%, signal=26%","ENSG00000113721/ENSG00000133878/ENSG00000177628/ENSG00000166311/ENSG00000096968/ENSG00000187391/ENSG00000196950/ENSG00000115685/ENSG00000164741/ENSG00000213949","FALSE","FALSE","FALSE"
"GO:0051354","GO:0051354","GO:0051354","negative regulation of oxidoreductase activity",14,0.691175986233409,1.80486236226337,0.00641426515722606,0.0469249439874952,0.0362571960647827,1155,"tags=31%, list=9%, signal=29%","ENSG00000004939/ENSG00000162676/ENSG00000118432/ENSG00000102393/ENSG00000162676","FALSE","FALSE","FALSE"
